epoch,accuracy,learning_rate,loss,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.0899025946855545,0.0010000000474974513,4.043146133422852,0.26976099610328674,0.10606060922145844,3.700450897216797,0.30153998732566833
